text,author,term,count
18,,into,5
18,,is,10
18,,it,26
18,,its,9
18,,may,0
18,,more,10
18,,must,0
18,,my,0
18,,no,2
18,,not,6
18,,now,3
18,,of,135
18,,on,16
18,,one,6
18,,only,3
18,,or,4
18,,our,0
18,,shall,0
18,,should,1
18,,so,2
18,,some,2
18,,such,5
18,,than,7
18,,that,21
18,,the,240
18,,their,23
18,,then,2
18,,there,3
18,,thing,0
18,,this,17
18,,to,54
18,,up,2
18,,upon,1
18,,was,29
18,,were,16
18,,what,0
18,,when,5
18,,which,12
18,,who,11
18,,will,1
18,,with,12
18,,would,6
18,,your,0
19,,-OTHER-,1381
19,,a,27
19,,all,5
19,,also,0
19,,an,9
19,,and,82
19,,any,6
19,,are,17
19,,as,10
19,,at,5
19,,be,14
19,,been,4
19,,but,2
19,,by,22
19,,can,1
19,,do,1
19,,down,0
19,,even,1
19,,every,2
19,,for,7
19,,from,16
19,,had,11
19,,has,7
19,,have,11
19,,her,0
19,,his,17
19,,if,4
19,,in,41
19,,into,4
19,,is,16
19,,it,19
19,,its,13
19,,may,5
19,,more,6
19,,must,2
19,,my,1
19,,no,6
19,,not,4
19,,now,0
19,,of,125
19,,on,17
19,,one,9
19,,only,1
19,,or,9
19,,our,0
19,,shall,2
19,,should,0
19,,so,4
19,,some,3
19,,such,7
19,,than,3
19,,that,13
19,,the,208
19,,their,11
19,,then,1
19,,there,1
19,,thing,0
19,,this,12
19,,to,59
19,,up,2
19,,upon,0
19,,was,13
19,,were,5
19,,what,1
19,,when,0
19,,which,31
19,,who,6
19,,will,1
19,,with,21
19,,would,4
19,,your,0
20,,-OTHER-,1041
20,,a,28
20,,all,7
20,,also,2
20,,an,5
20,,and,54
20,,any,0
20,,are,13
20,,as,12
20,,at,8
20,,be,7
20,,been,1
20,,but,5
20,,by,19
20,,can,1
20,,do,0
20,,down,0
20,,even,1
20,,every,1
20,,for,18
20,,from,18
20,,had,3
20,,has,10
20,,have,10
20,,her,3
20,,his,12
20,,if,1
20,,in,39
20,,into,3
20,,is,15
20,,it,12
20,,its,2
20,,may,2
20,,more,2
20,,must,3
20,,my,1
20,,no,2
20,,not,4
20,,now,2
20,,of,81
20,,on,7
20,,one,4
20,,only,2
20,,or,8
20,,our,2
20,,shall,0
20,,should,0
20,,so,2
20,,some,4
20,,such,3
20,,than,5
20,,that,9
20,,the,137
20,,their,20
20,,then,1
20,,there,0
20,,thing,2
20,,this,8
20,,to,42
20,,up,0
20,,upon,1
20,,was,7
20,,were,0
20,,what,1
20,,when,3
20,,which,13
20,,who,3
20,,will,4
20,,with,8
20,,would,1
20,,your,0
21,Hamilton,-OTHER-,1191
21,Hamilton,a,64
21,Hamilton,all,3
21,Hamilton,also,0
21,Hamilton,an,10
21,Hamilton,and,49
21,Hamilton,any,6
21,Hamilton,are,8
21,Hamilton,as,18
21,Hamilton,at,4
21,Hamilton,be,40
21,Hamilton,been,11
21,Hamilton,but,2
21,Hamilton,by,22
21,Hamilton,can,9
21,Hamilton,do,2
21,Hamilton,down,0
21,Hamilton,even,2
21,Hamilton,every,3
21,Hamilton,for,5
21,Hamilton,from,16
21,Hamilton,had,1
21,Hamilton,has,9
21,Hamilton,have,9
21,Hamilton,her,1
21,Hamilton,his,2
21,Hamilton,if,11
21,Hamilton,in,48
21,Hamilton,into,0
21,Hamilton,is,27
21,Hamilton,it,17
21,Hamilton,its,12
21,Hamilton,may,11
21,Hamilton,more,3
21,Hamilton,must,4
21,Hamilton,my,0
21,Hamilton,no,12
21,Hamilton,not,8
21,Hamilton,now,3
21,Hamilton,of,151
21,Hamilton,on,6
21,Hamilton,one,1
21,Hamilton,only,2
21,Hamilton,or,21
21,Hamilton,our,1
21,Hamilton,shall,5
21,Hamilton,should,5
21,Hamilton,so,7
21,Hamilton,some,3
21,Hamilton,such,3
21,Hamilton,than,4
21,Hamilton,that,24
21,Hamilton,the,184
21,Hamilton,their,8
21,Hamilton,then,0
21,Hamilton,there,8
21,Hamilton,thing,0
21,Hamilton,this,17
21,Hamilton,to,55
21,Hamilton,up,0
21,Hamilton,upon,6
21,Hamilton,was,1
21,Hamilton,were,2
21,Hamilton,what,2
21,Hamilton,when,2
21,Hamilton,which,20
21,Hamilton,who,5
21,Hamilton,will,6
21,Hamilton,with,15
21,Hamilton,would,12
21,Hamilton,your,0
22,Hamilton,-OTHER-,2170
22,Hamilton,a,98
22,Hamilton,all,12
22,Hamilton,also,1
22,Hamilton,an,19
22,Hamilton,and,83
22,Hamilton,any,7
22,Hamilton,are,18
22,Hamilton,as,26
22,Hamilton,at,12
22,Hamilton,be,54
22,Hamilton,been,16
22,Hamilton,but,16
22,Hamilton,by,30
22,Hamilton,can,6
22,Hamilton,do,2
22,Hamilton,down,0
22,Hamilton,even,5
22,Hamilton,every,8
22,Hamilton,for,21
22,Hamilton,from,23
22,Hamilton,had,3
22,Hamilton,has,20
22,Hamilton,have,14
22,Hamilton,her,1
22,Hamilton,his,7
22,Hamilton,if,9
22,Hamilton,in,86
22,Hamilton,into,4
22,Hamilton,is,48
22,Hamilton,it,46
22,Hamilton,its,18
22,Hamilton,may,20
22,Hamilton,more,6
22,Hamilton,must,9
22,Hamilton,my,1
22,Hamilton,no,6
22,Hamilton,not,25
22,Hamilton,now,1
22,Hamilton,of,242
22,Hamilton,on,9
22,Hamilton,one,10
22,Hamilton,only,1
22,Hamilton,or,21
22,Hamilton,our,12
22,Hamilton,shall,2
22,Hamilton,should,8
22,Hamilton,so,9
22,Hamilton,some,4
22,Hamilton,such,9
22,Hamilton,than,11
22,Hamilton,that,53
22,Hamilton,the,296
22,Hamilton,their,23
22,Hamilton,then,1
22,Hamilton,there,14
22,Hamilton,thing,0
22,Hamilton,this,31
22,Hamilton,to,145
22,Hamilton,up,1
22,Hamilton,upon,13
22,Hamilton,was,7
22,Hamilton,were,9
22,Hamilton,what,4
22,Hamilton,when,3
22,Hamilton,which,36
22,Hamilton,who,3
22,Hamilton,will,11
22,Hamilton,with,20
22,Hamilton,would,20
22,Hamilton,your,0
23,Hamilton,-OTHER-,1037
23,Hamilton,a,24
23,Hamilton,all,10
23,Hamilton,also,0
23,Hamilton,an,11
23,Hamilton,and,56
23,Hamilton,any,9
23,Hamilton,are,18
23,Hamilton,as,22
23,Hamilton,at,3
23,Hamilton,be,45
23,Hamilton,been,6
23,Hamilton,but,3
23,Hamilton,by,11
23,Hamilton,can,11
23,Hamilton,do,0
23,Hamilton,down,0
23,Hamilton,even,0
23,Hamilton,every,4
23,Hamilton,for,17
23,Hamilton,from,6
23,Hamilton,had,1
23,Hamilton,has,5
23,Hamilton,have,11
23,Hamilton,her,0
23,Hamilton,his,0
23,Hamilton,if,6
23,Hamilton,in,26
23,Hamilton,into,2
23,Hamilton,is,23
23,Hamilton,it,23
23,Hamilton,its,12
23,Hamilton,may,7
23,Hamilton,more,2
23,Hamilton,must,9
23,Hamilton,my,0
23,Hamilton,no,2
23,Hamilton,not,11
23,Hamilton,now,1
23,Hamilton,of,100
23,Hamilton,on,2
23,Hamilton,one,3
23,Hamilton,only,0
23,Hamilton,or,8
23,Hamilton,our,7
23,Hamilton,shall,2
23,Hamilton,should,2
23,Hamilton,so,1
23,Hamilton,some,1
23,Hamilton,such,7
23,Hamilton,than,0
23,Hamilton,that,28
23,Hamilton,the,187
23,Hamilton,their,8
23,Hamilton,then,0
23,Hamilton,there,4
23,Hamilton,thing,2
23,Hamilton,this,14
23,Hamilton,to,97
23,Hamilton,up,0
23,Hamilton,upon,7
23,Hamilton,was,4
23,Hamilton,were,1
23,Hamilton,what,0
23,Hamilton,when,0
23,Hamilton,which,31
23,Hamilton,who,3
23,Hamilton,will,15
23,Hamilton,with,16
23,Hamilton,would,4
23,Hamilton,your,0
24,Hamilton,-OTHER-,1224
24,Hamilton,a,51
24,Hamilton,all,8
24,Hamilton,also,1
24,Hamilton,an,9
24,Hamilton,and,59
24,Hamilton,any,6
24,Hamilton,are,10
24,Hamilton,as,13
24,Hamilton,at,7
24,Hamilton,be,52
24,Hamilton,been,4
24,Hamilton,but,6
24,Hamilton,by,14
24,Hamilton,can,4
24,Hamilton,do,2
24,Hamilton,down,0
24,Hamilton,even,6
24,Hamilton,every,1
24,Hamilton,for,10
24,Hamilton,from,11
24,Hamilton,had,5
24,Hamilton,has,9
24,Hamilton,have,12
24,Hamilton,her,1
24,Hamilton,his,5
24,Hamilton,if,13
24,Hamilton,in,56
24,Hamilton,into,1
24,Hamilton,is,10
24,Hamilton,it,23
24,Hamilton,its,4
24,Hamilton,may,4
24,Hamilton,more,1
24,Hamilton,must,6
24,Hamilton,my,0
24,Hamilton,no,5
24,Hamilton,not,13
24,Hamilton,now,3
24,Hamilton,of,120
24,Hamilton,on,11
24,Hamilton,one,8
24,Hamilton,only,4
24,Hamilton,or,12
24,Hamilton,our,12
24,Hamilton,shall,1
24,Hamilton,should,6
24,Hamilton,so,4
24,Hamilton,some,4
24,Hamilton,such,4
24,Hamilton,than,4
24,Hamilton,that,33
24,Hamilton,the,149
24,Hamilton,their,13
24,Hamilton,then,0
24,Hamilton,there,6
24,Hamilton,thing,0
24,Hamilton,this,23
24,Hamilton,to,91
24,Hamilton,up,4
24,Hamilton,upon,7
24,Hamilton,was,7
24,Hamilton,were,0
24,Hamilton,what,0
24,Hamilton,when,1
24,Hamilton,which,15
24,Hamilton,who,1
24,Hamilton,will,8
24,Hamilton,with,5
24,Hamilton,would,25
24,Hamilton,your,0
25,Hamilton,-OTHER-,1205
25,Hamilton,a,44
25,Hamilton,all,7
25,Hamilton,also,1
25,Hamilton,an,7
25,Hamilton,and,46
25,Hamilton,any,4
25,Hamilton,are,14
25,Hamilton,as,24
25,Hamilton,at,11
25,Hamilton,be,52
25,Hamilton,been,6
25,Hamilton,but,4
25,Hamilton,by,22
25,Hamilton,can,3
25,Hamilton,do,1
25,Hamilton,down,0
25,Hamilton,even,3
25,Hamilton,every,1
25,Hamilton,for,11
25,Hamilton,from,12
25,Hamilton,had,4
25,Hamilton,has,5
25,Hamilton,have,11
25,Hamilton,her,3
25,Hamilton,his,0
25,Hamilton,if,5
25,Hamilton,in,40
25,Hamilton,into,1
25,Hamilton,is,17
25,Hamilton,it,26
25,Hamilton,its,9
25,Hamilton,may,4
25,Hamilton,more,2
25,Hamilton,must,5
25,Hamilton,my,0
25,Hamilton,no,2
25,Hamilton,not,8
25,Hamilton,now,0
25,Hamilton,of,126
25,Hamilton,on,11
25,Hamilton,one,2
25,Hamilton,only,2
25,Hamilton,or,15
25,Hamilton,our,10
25,Hamilton,shall,6
25,Hamilton,should,6
25,Hamilton,so,1
25,Hamilton,some,5
25,Hamilton,such,4
25,Hamilton,than,4
25,Hamilton,that,31
25,Hamilton,the,175
25,Hamilton,their,11
25,Hamilton,then,2
25,Hamilton,there,2
25,Hamilton,thing,0
25,Hamilton,this,20
25,Hamilton,to,90
25,Hamilton,up,5
25,Hamilton,upon,2
25,Hamilton,was,4
25,Hamilton,were,1
25,Hamilton,what,2
25,Hamilton,when,3
25,Hamilton,which,15
25,Hamilton,who,2
25,Hamilton,will,10
25,Hamilton,with,8
25,Hamilton,would,21
25,Hamilton,your,0
26,Hamilton,-OTHER-,1395
26,Hamilton,a,53
26,Hamilton,all,8
26,Hamilton,also,0
26,Hamilton,an,22
26,Hamilton,and,49
26,Hamilton,any,10
26,Hamilton,are,6
26,Hamilton,as,18
26,Hamilton,at,12
26,Hamilton,be,54
26,Hamilton,been,8
26,Hamilton,but,11
26,Hamilton,by,21
26,Hamilton,can,5
26,Hamilton,do,0
26,Hamilton,down,0
26,Hamilton,even,6
26,Hamilton,every,4
26,Hamilton,for,21
26,Hamilton,from,11
26,Hamilton,had,7
26,Hamilton,has,6
26,Hamilton,have,16
26,Hamilton,her,0
26,Hamilton,his,6
26,Hamilton,if,16
26,Hamilton,in,64
26,Hamilton,into,8
26,Hamilton,is,25
26,Hamilton,it,43
26,Hamilton,its,4
26,Hamilton,may,10
26,Hamilton,more,3
26,Hamilton,must,4
26,Hamilton,my,0
26,Hamilton,no,4
26,Hamilton,not,23
26,Hamilton,now,0
26,Hamilton,of,148
26,Hamilton,on,7
26,Hamilton,one,5
26,Hamilton,only,5
26,Hamilton,or,12
26,Hamilton,our,5
26,Hamilton,shall,2
26,Hamilton,should,6
26,Hamilton,so,10
26,Hamilton,some,4
26,Hamilton,such,9
26,Hamilton,than,5
26,Hamilton,that,42
26,Hamilton,the,201
26,Hamilton,their,10
26,Hamilton,then,3
26,Hamilton,there,8
26,Hamilton,thing,2
26,Hamilton,this,15
26,Hamilton,to,95
26,Hamilton,up,5
26,Hamilton,upon,6
26,Hamilton,was,11
26,Hamilton,were,7
26,Hamilton,what,3
26,Hamilton,when,3
26,Hamilton,which,21
26,Hamilton,who,3
26,Hamilton,will,11
26,Hamilton,with,9
26,Hamilton,would,16
26,Hamilton,your,0
27,Hamilton,-OTHER-,828
27,Hamilton,a,30
27,Hamilton,all,4
27,Hamilton,also,0
27,Hamilton,an,5
27,Hamilton,and,33
27,Hamilton,any,8
27,Hamilton,are,10
27,Hamilton,as,11
27,Hamilton,at,4
27,Hamilton,be,34
27,Hamilton,been,6
27,Hamilton,but,5
27,Hamilton,by,14
27,Hamilton,can,11
27,Hamilton,do,0
27,Hamilton,down,1
27,Hamilton,even,0
27,Hamilton,every,0
27,Hamilton,for,7
27,Hamilton,from,5
27,Hamilton,had,0
27,Hamilton,has,3
27,Hamilton,have,5
27,Hamilton,her,0
27,Hamilton,his,3
27,Hamilton,if,5
27,Hamilton,in,30
27,Hamilton,into,3
27,Hamilton,is,14
27,Hamilton,it,21
27,Hamilton,its,16
27,Hamilton,may,4
27,Hamilton,more,8
27,Hamilton,must,2
27,Hamilton,my,0
27,Hamilton,no,3
27,Hamilton,not,2
27,Hamilton,now,0
27,Hamilton,of,93
27,Hamilton,on,4
27,Hamilton,one,2
27,Hamilton,only,4
27,Hamilton,or,14
27,Hamilton,our,0
27,Hamilton,shall,0
27,Hamilton,should,2
27,Hamilton,so,2
27,Hamilton,some,1
27,Hamilton,such,3
27,Hamilton,than,7
27,Hamilton,that,38
27,Hamilton,the,149
27,Hamilton,their,6
27,Hamilton,then,0
27,Hamilton,there,8
27,Hamilton,thing,2
27,Hamilton,this,9
27,Hamilton,to,63
27,Hamilton,up,0
27,Hamilton,upon,4
27,Hamilton,was,1
27,Hamilton,were,0
27,Hamilton,what,2
27,Hamilton,when,1
27,Hamilton,which,19
27,Hamilton,who,1
27,Hamilton,will,34
27,Hamilton,with,6
27,Hamilton,would,3
27,Hamilton,your,0
28,Hamilton,-OTHER-,940
28,Hamilton,a,33
28,Hamilton,all,15
28,Hamilton,also,0
28,Hamilton,an,13
28,Hamilton,and,35
28,Hamilton,any,2
28,Hamilton,are,6
28,Hamilton,as,10
28,Hamilton,at,7
28,Hamilton,be,41
28,Hamilton,been,4
28,Hamilton,but,4
28,Hamilton,by,7
28,Hamilton,can,12
28,Hamilton,do,1
28,Hamilton,down,0
28,Hamilton,even,2
28,Hamilton,every,0
28,Hamilton,for,15
28,Hamilton,from,6
28,Hamilton,had,3
28,Hamilton,has,5
28,Hamilton,have,11
28,Hamilton,her,3
28,Hamilton,his,0
28,Hamilton,if,10
28,Hamilton,in,40
28,Hamilton,into,1
28,Hamilton,is,14
28,Hamilton,it,18
28,Hamilton,its,9
28,Hamilton,may,7
28,Hamilton,more,9
28,Hamilton,must,7
28,Hamilton,my,0
28,Hamilton,no,6
28,Hamilton,not,8
28,Hamilton,now,0
28,Hamilton,of,97
28,Hamilton,on,1
28,Hamilton,one,4
28,Hamilton,only,2
28,Hamilton,or,8
28,Hamilton,our,2
28,Hamilton,shall,0
28,Hamilton,should,9
28,Hamilton,so,1
28,Hamilton,some,0
28,Hamilton,such,2
28,Hamilton,than,3
28,Hamilton,that,20
28,Hamilton,the,166
28,Hamilton,their,13
28,Hamilton,then,2
28,Hamilton,there,7
28,Hamilton,thing,0
28,Hamilton,this,7
28,Hamilton,to,66
28,Hamilton,up,0
28,Hamilton,upon,3
28,Hamilton,was,1
28,Hamilton,were,2
28,Hamilton,what,2
28,Hamilton,when,2
28,Hamilton,which,14
28,Hamilton,who,4
28,Hamilton,will,13
28,Hamilton,with,9
28,Hamilton,would,12
28,Hamilton,your,0
29,Hamilton,-OTHER-,1253
29,Hamilton,a,50
29,Hamilton,all,4
29,Hamilton,also,0
29,Hamilton,an,14
29,Hamilton,and,59
29,Hamilton,any,6
29,Hamilton,are,10
29,Hamilton,as,26
29,Hamilton,at,11
29,Hamilton,be,50
29,Hamilton,been,6
29,Hamilton,but,7
29,Hamilton,by,10
29,Hamilton,can,11
29,Hamilton,do,3
29,Hamilton,down,0
29,Hamilton,even,5
29,Hamilton,every,0
29,Hamilton,for,17
29,Hamilton,from,13
29,Hamilton,had,2
29,Hamilton,has,5
29,Hamilton,have,7
29,Hamilton,her,0
29,Hamilton,his,2
29,Hamilton,if,15
29,Hamilton,in,41
29,Hamilton,into,4
29,Hamilton,is,31
29,Hamilton,it,42
29,Hamilton,its,6
29,Hamilton,may,7
29,Hamilton,more,2
29,Hamilton,must,1
29,Hamilton,my,1
29,Hamilton,no,5
29,Hamilton,not,9
29,Hamilton,now,0
29,Hamilton,of,154
29,Hamilton,on,3
29,Hamilton,one,4
29,Hamilton,only,4
29,Hamilton,or,17
29,Hamilton,our,6
29,Hamilton,shall,3
29,Hamilton,should,8
29,Hamilton,so,8
29,Hamilton,some,1
29,Hamilton,such,4
29,Hamilton,than,2
29,Hamilton,that,30
29,Hamilton,the,222
29,Hamilton,their,14
29,Hamilton,then,0
29,Hamilton,there,13
29,Hamilton,thing,2
29,Hamilton,this,14
29,Hamilton,to,112
29,Hamilton,up,0
29,Hamilton,upon,10
29,Hamilton,was,4
29,Hamilton,were,6
29,Hamilton,what,6
29,Hamilton,when,2
29,Hamilton,which,16
29,Hamilton,who,9
29,Hamilton,will,11
29,Hamilton,with,12
29,Hamilton,would,19
29,Hamilton,your,0
30,Hamilton,-OTHER-,1152
30,Hamilton,a,38
30,Hamilton,all,5
30,Hamilton,also,0
30,Hamilton,an,7
30,Hamilton,and,45
30,Hamilton,any,8
30,Hamilton,are,7
30,Hamilton,as,22
30,Hamilton,at,6
30,Hamilton,be,49
30,Hamilton,been,10
30,Hamilton,but,11
30,Hamilton,by,14
30,Hamilton,can,12
30,Hamilton,do,0
30,Hamilton,down,0
30,Hamilton,even,1
30,Hamilton,every,8
30,Hamilton,for,23
30,Hamilton,from,8
30,Hamilton,had,0
30,Hamilton,has,10
30,Hamilton,have,11
30,Hamilton,her,0
30,Hamilton,his,2
30,Hamilton,if,4
30,Hamilton,in,49
30,Hamilton,into,6
30,Hamilton,is,15
30,Hamilton,it,29
30,Hamilton,its,24
30,Hamilton,may,9
30,Hamilton,more,3
30,Hamilton,must,12
30,Hamilton,my,0
30,Hamilton,no,5
30,Hamilton,not,7
30,Hamilton,now,0
30,Hamilton,of,113
30,Hamilton,on,8
30,Hamilton,one,5
30,Hamilton,only,1
30,Hamilton,or,20
30,Hamilton,our,3
30,Hamilton,shall,0
30,Hamilton,should,4
30,Hamilton,so,2
30,Hamilton,some,1
30,Hamilton,such,5
30,Hamilton,than,3
30,Hamilton,that,31
30,Hamilton,the,164
30,Hamilton,their,8
30,Hamilton,then,1
30,Hamilton,there,5
30,Hamilton,thing,2
30,Hamilton,this,17
30,Hamilton,to,76
30,Hamilton,up,0
30,Hamilton,upon,13
30,Hamilton,was,3
30,Hamilton,were,1
30,Hamilton,what,6
30,Hamilton,when,1
30,Hamilton,which,20
30,Hamilton,who,7
30,Hamilton,will,11
30,Hamilton,with,12
30,Hamilton,would,22
30,Hamilton,your,0
31,Hamilton,-OTHER-,1000
31,Hamilton,a,24
31,Hamilton,all,9
31,Hamilton,also,0
31,Hamilton,an,12
31,Hamilton,and,44
31,Hamilton,any,5
31,Hamilton,are,18
31,Hamilton,as,20
31,Hamilton,at,5
31,Hamilton,be,36
31,Hamilton,been,5
31,Hamilton,but,8
31,Hamilton,by,9
31,Hamilton,can,2
31,Hamilton,do,1
31,Hamilton,down,0
31,Hamilton,even,2
31,Hamilton,every,5
31,Hamilton,for,6
31,Hamilton,from,10
31,Hamilton,had,0
31,Hamilton,has,1
31,Hamilton,have,11
31,Hamilton,her,0
31,Hamilton,his,0
31,Hamilton,if,3
31,Hamilton,in,49
31,Hamilton,into,5
31,Hamilton,is,23
31,Hamilton,it,27
31,Hamilton,its,8
31,Hamilton,may,10
31,Hamilton,more,1
31,Hamilton,must,8
31,Hamilton,my,0
31,Hamilton,no,3
31,Hamilton,not,12
31,Hamilton,now,0
31,Hamilton,of,105
31,Hamilton,on,5
31,Hamilton,one,2
31,Hamilton,only,3
31,Hamilton,or,13
31,Hamilton,our,2
31,Hamilton,shall,0
31,Hamilton,should,6
31,Hamilton,so,7
31,Hamilton,some,3
31,Hamilton,such,4
31,Hamilton,than,6
31,Hamilton,that,30
31,Hamilton,the,162
31,Hamilton,their,10
31,Hamilton,then,0
31,Hamilton,there,6
31,Hamilton,thing,2
31,Hamilton,this,13
31,Hamilton,to,82
31,Hamilton,up,1
31,Hamilton,upon,13
31,Hamilton,was,0
31,Hamilton,were,0
31,Hamilton,what,4
31,Hamilton,when,1
31,Hamilton,which,20
31,Hamilton,who,2
31,Hamilton,will,6
31,Hamilton,with,11
31,Hamilton,would,5
31,Hamilton,your,0
32,Hamilton,-OTHER-,878
32,Hamilton,a,36
32,Hamilton,all,6
32,Hamilton,also,0
32,Hamilton,an,15
32,Hamilton,and,41
32,Hamilton,any,6
32,Hamilton,are,2
32,Hamilton,as,4
32,Hamilton,at,2
32,Hamilton,be,30
32,Hamilton,been,4
32,Hamilton,but,10
32,Hamilton,by,10
32,Hamilton,can,1
32,Hamilton,do,0
32,Hamilton,down,0
32,Hamilton,even,1
32,Hamilton,every,2
32,Hamilton,for,4
32,Hamilton,from,9
32,Hamilton,had,2
32,Hamilton,has,2
32,Hamilton,have,5
32,Hamilton,her,0
32,Hamilton,his,0
32,Hamilton,if,6
32,Hamilton,in,40
32,Hamilton,into,1
32,Hamilton,is,16
32,Hamilton,it,24
32,Hamilton,its,3
32,Hamilton,may,2
32,Hamilton,more,0
32,Hamilton,must,1
32,Hamilton,my,0
32,Hamilton,no,7
32,Hamilton,not,15
32,Hamilton,now,2
32,Hamilton,of,91
32,Hamilton,on,14
32,Hamilton,one,4
32,Hamilton,only,4
32,Hamilton,or,11
32,Hamilton,our,0
32,Hamilton,shall,5
32,Hamilton,should,3
32,Hamilton,so,1
32,Hamilton,some,0
32,Hamilton,such,5
32,Hamilton,than,1
32,Hamilton,that,32
32,Hamilton,the,150
32,Hamilton,their,4
32,Hamilton,then,2
32,Hamilton,there,8
32,Hamilton,thing,1
32,Hamilton,this,16
32,Hamilton,to,47
32,Hamilton,up,0
32,Hamilton,upon,2
32,Hamilton,was,3
32,Hamilton,were,2
32,Hamilton,what,2
32,Hamilton,when,0
32,Hamilton,which,23
32,Hamilton,who,0
32,Hamilton,will,3
32,Hamilton,with,5
32,Hamilton,would,23
32,Hamilton,your,0
33,Hamilton,-OTHER-,975
33,Hamilton,a,44
33,Hamilton,all,8
33,Hamilton,also,0
33,Hamilton,an,8
33,Hamilton,and,44
33,Hamilton,any,7
33,Hamilton,are,8
33,Hamilton,as,14
33,Hamilton,at,2
33,Hamilton,be,32
33,Hamilton,been,11
33,Hamilton,but,15
33,Hamilton,by,14
33,Hamilton,can,2
33,Hamilton,do,2
33,Hamilton,down,0
33,Hamilton,even,0
33,Hamilton,every,4
33,Hamilton,for,9
33,Hamilton,from,9
33,Hamilton,had,3
33,Hamilton,has,3
33,Hamilton,have,13
33,Hamilton,her,0
33,Hamilton,his,0
33,Hamilton,if,8
33,Hamilton,in,33
33,Hamilton,into,4
33,Hamilton,is,26
33,Hamilton,it,39
33,Hamilton,its,13
33,Hamilton,may,10
33,Hamilton,more,1
33,Hamilton,must,7
33,Hamilton,my,0
33,Hamilton,no,0
33,Hamilton,not,13
33,Hamilton,now,0
33,Hamilton,of,90
33,Hamilton,on,5
33,Hamilton,one,2
33,Hamilton,only,5
33,Hamilton,or,12
33,Hamilton,our,1
33,Hamilton,shall,2
33,Hamilton,should,4
33,Hamilton,so,3
33,Hamilton,some,1
33,Hamilton,such,4
33,Hamilton,than,1
33,Hamilton,that,32
33,Hamilton,the,158
33,Hamilton,their,5
33,Hamilton,then,1
33,Hamilton,there,2
33,Hamilton,thing,4
33,Hamilton,this,18
33,Hamilton,to,67
33,Hamilton,up,1
33,Hamilton,upon,9
33,Hamilton,was,3
33,Hamilton,were,4
33,Hamilton,what,10
33,Hamilton,when,0
33,Hamilton,which,22
33,Hamilton,who,4
33,Hamilton,will,9
33,Hamilton,with,5
33,Hamilton,would,15
33,Hamilton,your,0
34,Hamilton,-OTHER-,1292
34,Hamilton,a,45
34,Hamilton,all,6
34,Hamilton,also,0
34,Hamilton,an,13
34,Hamilton,and,48
34,Hamilton,any,8
34,Hamilton,are,19
34,Hamilton,as,20
34,Hamilton,at,6
34,Hamilton,be,42
34,Hamilton,been,12
34,Hamilton,but,9
34,Hamilton,by,4
34,Hamilton,can,7
34,Hamilton,do,0
34,Hamilton,down,1
34,Hamilton,even,2
34,Hamilton,every,2
34,Hamilton,for,26
34,Hamilton,from,12
34,Hamilton,had,2
34,Hamilton,has,6
34,Hamilton,have,16
34,Hamilton,her,0
34,Hamilton,his,0
34,Hamilton,if,12
34,Hamilton,in,55
34,Hamilton,into,2
34,Hamilton,is,16
34,Hamilton,it,23
34,Hamilton,its,11
34,Hamilton,may,6
34,Hamilton,more,4
34,Hamilton,must,4
34,Hamilton,my,1
34,Hamilton,no,8
34,Hamilton,not,15
34,Hamilton,now,1
34,Hamilton,of,137
34,Hamilton,on,11
34,Hamilton,one,8
34,Hamilton,only,3
34,Hamilton,or,12
34,Hamilton,our,6
34,Hamilton,shall,3
34,Hamilton,should,6
34,Hamilton,so,3
34,Hamilton,some,4
34,Hamilton,such,3
34,Hamilton,than,3
34,Hamilton,that,43
34,Hamilton,the,186
34,Hamilton,their,10
34,Hamilton,then,1
34,Hamilton,there,9
34,Hamilton,thing,1
34,Hamilton,this,14
34,Hamilton,to,107
34,Hamilton,up,2
34,Hamilton,upon,10
34,Hamilton,was,2
34,Hamilton,were,1
34,Hamilton,what,5
34,Hamilton,when,3
34,Hamilton,which,27
34,Hamilton,who,4
34,Hamilton,will,16
34,Hamilton,with,12
34,Hamilton,would,20
34,Hamilton,your,0
35,Hamilton,-OTHER-,1359
35,Hamilton,a,45
35,Hamilton,all,7
35,Hamilton,also,0
35,Hamilton,an,13
35,Hamilton,and,65
35,Hamilton,any,8
35,Hamilton,are,15
35,Hamilton,as,22
35,Hamilton,at,4
35,Hamilton,be,45
35,Hamilton,been,5
35,Hamilton,but,12
35,Hamilton,by,10
35,Hamilton,can,6
35,Hamilton,do,1
35,Hamilton,down,2
35,Hamilton,even,2
35,Hamilton,every,5
35,Hamilton,for,11
35,Hamilton,from,8
35,Hamilton,had,2
35,Hamilton,has,3
35,Hamilton,have,9
35,Hamilton,her,1
35,Hamilton,his,10
35,Hamilton,if,7
35,Hamilton,in,47
35,Hamilton,into,5
35,Hamilton,is,41
35,Hamilton,it,26
35,Hamilton,its,3
35,Hamilton,may,8
35,Hamilton,more,9
35,Hamilton,must,1
35,Hamilton,my,0
35,Hamilton,no,6
35,Hamilton,not,19
35,Hamilton,now,1
35,Hamilton,of,130
35,Hamilton,on,8
35,Hamilton,one,5
35,Hamilton,only,2
35,Hamilton,or,12
35,Hamilton,our,3
35,Hamilton,shall,4
35,Hamilton,should,10
35,Hamilton,so,7
35,Hamilton,some,1
35,Hamilton,such,3
35,Hamilton,than,8
